Purchase_ID,Buyer_ID,Mood,Emotion_Intensity,Product_Category,Product_Name,Brand,Amount,Discount(%),Payment_Mode,Purchase_Date,Purchase_Time,Device_Used
537,537,Excited,9,Electronics,T-shirt,BrandD,1779,20,Credit Card,2026-06-21,0 days 19:26:19,Laptop
538,538,Happy,3,Food,Pizza,BrandD,1168,24,Cash,2026-06-22,0 days 03:46:23,Laptop
539,539,Angry,6,Clothing,Novel,BrandC,3937,16,Debit Card,2026-06-23,0 days 11:28:10,Mobile
540,540,Excited,3,Food,Pizza,BrandC,2233,24,Cash,2026-06-24,0 days 14:57:37,Mobile
541,541,Happy,3,Books,Lipstick,BrandC,967,32,Cash,2026-06-25,0 days 21:01:12,Laptop
542,542,,4,Electronics,Lipstick,BrandC,845,30,Cash,2026-06-26,0 days 05:39:02,Mobile
543,543,Happy,9,Beauty,Laptop,BrandA,4321,35,Debit Card,2026-06-27,0 days 14:56:56,Mobile
544,544,Happy,8,Books,Lipstick,BrandD,1279,22,Credit Card,2026-06-28,0 days 20:56:52,Mobile
545,545,Happy,1,Food,Laptop,BrandB,836,46,Debit Card,2026-06-29,0 days 16:11:54,Tablet
546,546,Happy,1,Clothing,Lipstick,BrandC,4525,43,Credit Card,2026-06-30,0 days 00:12:26,Laptop
547,547,Excited,7,Electronics,Lipstick,BrandC,2300,24,Cash,2026-07-01,0 days 06:45:30,Laptop
548,548,Angry,3,Beauty,Novel,BrandC,300,48,Cash,2026-07-02,0 days 22:06:28,Tablet
549,549,Happy,7,Clothing,Laptop,BrandB,4117,43,Debit Card,2026-07-03,0 days 11:45:44,Mobile
550,550,Calm,9,Beauty,Laptop,BrandD,1068,47,Debit Card,2026-07-04,0 days 07:56:46,Laptop
551,551,,3,Electronics,Lipstick,BrandD,,29,Debit Card,2026-07-05,0 days 15:07:53,Mobile
552,552,Sad,3,Food,Laptop,BrandC,221,12,Debit Card,2026-07-06,0 days 02:33:30,Tablet
553,553,Sad,2,Beauty,Lipstick,BrandC,2825,42,Cash,2026-07-07,0 days 22:23:35,Mobile
554,554,Sad,1,Electronics,Lipstick,BrandD,2103,46,Cash,2026-07-08,0 days 07:32:34,Tablet
555,555,Sad,9,Beauty,Pizza,BrandB,2776,28,UPI,2026-07-09,0 days 07:58:07,Tablet
556,556,Happy,6,Clothing,Laptop,BrandC,4309,15,Debit Card,2026-07-10,0 days 20:11:24,Mobile
557,557,Angry,6,Beauty,T-shirt,BrandB,4814,37,Debit Card,2026-07-11,0 days 21:46:31,Mobile
558,558,Calm,8,Clothing,Laptop,BrandB,3493,26,Credit Card,2026-07-12,0 days 04:17:53,Laptop
559,559,Excited,5,Clothing,Laptop,BrandD,2135,25,Credit Card,2026-07-13,0 days 14:12:56,Tablet
560,560,Calm,9,Electronics,Novel,BrandC,815,10,Cash,2026-07-14,0 days 17:56:19,Mobile
561,561,Excited,5,Books,T-shirt,BrandA,2650,46,UPI,2026-07-15,0 days 08:24:45,Mobile
562,562,Excited,2,Beauty,T-shirt,BrandD,3784,36,Debit Card,2026-07-16,0 days 11:48:22,Laptop
563,563,Calm,6,Food,Novel,BrandD,486,2,UPI,2026-07-17,0 days 03:56:59,Laptop
564,564,Happy,9,Clothing,Novel,BrandA,3518,25,UPI,2026-07-18,0 days 14:24:23,Laptop
565,565,Sad,3,Books,Laptop,BrandC,2123,33,Cash,2026-07-19,0 days 12:13:26,Tablet
566,566,Happy,4,Clothing,Pizza,BrandB,2973,32,UPI,2026-07-20,0 days 15:36:10,Laptop
567,567,Sad,8,Books,Novel,BrandB,2290,14,Debit Card,2026-07-21,0 days 16:19:58,Tablet
568,568,Angry,6,Books,T-shirt,BrandB,3001,1,Cash,2026-07-22,0 days 11:06:05,Laptop
569,569,Excited,7,Food,T-shirt,BrandC,1192,27,UPI,2026-07-23,0 days 09:34:30,Tablet
570,570,Calm,7,Books,Laptop,BrandD,1784,19,Cash,2026-07-24,0 days 17:49:07,Laptop
571,571,Angry,4,Food,Pizza,BrandD,2103,37,Cash,2026-07-25,0 days 11:06:24,Tablet
572,572,Sad,6,Electronics,Lipstick,BrandD,1075,43,Credit Card,2026-07-26,0 days 12:36:20,Laptop
573,573,Happy,9,Clothing,Novel,BrandD,2085,15,Cash,2026-07-27,0 days 19:57:40,Laptop
574,574,Calm,3,Food,Novel,BrandD,343,45,UPI,2026-07-28,0 days 23:49:53,Mobile
575,575,Excited,8,Clothing,Laptop,BrandA,2456,3,Credit Card,2026-07-29,0 days 20:30:49,Tablet
576,576,Angry,7,Beauty,Pizza,BrandB,1322,7,Debit Card,2026-07-30,0 days 13:07:07,Mobile
577,577,Excited,4,Electronics,T-shirt,BrandB,899,43,Debit Card,2026-07-31,0 days 06:50:03,Tablet
578,578,Sad,3,Beauty,T-shirt,BrandC,4409,45,Debit Card,2026-08-01,0 days 05:08:28,Mobile
579,579,Excited,7,Beauty,Lipstick,BrandA,470,19,Debit Card,2026-08-02,0 days 22:52:31,Laptop
580,580,Happy,9,Books,T-shirt,BrandD,262,25,Debit Card,2026-08-03,0 days 01:22:54,Mobile
581,581,Angry,3,Books,Novel,BrandD,1207,31,UPI,2026-08-04,0 days 05:36:01,Laptop
582,582,Angry,9,Beauty,Lipstick,BrandD,3043,12,Cash,2026-08-05,0 days 08:15:30,Tablet
583,583,Happy,8,Books,Pizza,BrandA,2472,4,Credit Card,2026-08-06,0 days 21:44:19,Laptop
584,584,Excited,3,Clothing,Lipstick,BrandC,,,Cash,2026-08-07,0 days 22:30:09,Mobile
585,585,Happy,8,Books,Pizza,BrandA,2628,41,Cash,2026-08-08,0 days 00:18:05,Tablet
586,586,Calm,4,Beauty,T-shirt,BrandC,3924,12,UPI,2026-08-09,0 days 05:14:29,Mobile
587,587,Happy,6,Books,Laptop,BrandB,,40,UPI,2026-08-10,0 days 04:22:51,Laptop
588,588,Excited,2,Books,Lipstick,BrandC,2955,10,UPI,2026-08-11,0 days 11:24:20,Laptop
589,589,Happy,8,Food,Lipstick,BrandB,3934,36,Credit Card,2026-08-12,0 days 21:04:42,Mobile
590,590,Sad,9,Food,Novel,BrandC,1492,31,UPI,2026-08-13,0 days 05:57:42,Tablet
591,591,Happy,7,Beauty,Novel,BrandB,4709,44,Cash,2026-08-14,0 days 05:23:52,Mobile
592,592,Happy,8,Clothing,Pizza,BrandB,4520,41,Credit Card,2026-08-15,0 days 03:39:34,Laptop
593,593,Excited,7,Electronics,Laptop,BrandD,1377,17,UPI,2026-08-16,0 days 22:58:39,Tablet
594,594,Calm,4,Electronics,Novel,BrandC,4916,28,UPI,2026-08-17,0 days 08:14:57,Mobile
595,595,Calm,1,Beauty,Novel,BrandD,2820,14,UPI,2026-08-18,0 days 14:42:54,Laptop
596,596,,3,Clothing,T-shirt,BrandB,2736,19,Cash,2026-08-19,0 days 01:33:31,Tablet
597,597,Excited,7,Clothing,T-shirt,BrandD,2168,43,UPI,2026-08-20,0 days 06:13:13,Mobile
598,598,Excited,7,Clothing,Novel,BrandA,1395,35,Cash,2026-08-21,0 days 01:27:43,Tablet
599,599,Sad,3,Food,Pizza,BrandD,3031,4,Credit Card,2026-08-22,0 days 06:05:54,Laptop
600,600,Angry,1,Beauty,Laptop,BrandC,707,,UPI,2026-08-23,0 days 03:19:56,Mobile
601,601,Happy,9,Electronics,Novel,BrandD,604,36,Debit Card,2026-08-24,0 days 03:00:05,Mobile
602,602,Excited,6,Clothing,Pizza,BrandA,1494,32,Debit Card,2026-08-25,0 days 20:44:03,Laptop
603,603,,7,Beauty,Pizza,BrandD,3825,,Cash,2026-08-26,0 days 21:06:43,Laptop
604,604,Excited,1,Electronics,Novel,BrandB,3019,18,UPI,2026-08-27,0 days 05:50:24,Laptop
605,605,Calm,1,Food,Pizza,BrandB,4959,31,UPI,2026-08-28,0 days 11:33:27,Mobile
606,606,Excited,4,Books,Lipstick,BrandB,3837,41,Debit Card,2026-08-29,0 days 23:23:35,Laptop
607,607,Happy,7,Electronics,Pizza,BrandC,2073,21,Credit Card,2026-08-30,0 days 21:36:46,Mobile
608,608,Excited,8,Electronics,Novel,BrandD,1606,40,Credit Card,2026-08-31,0 days 23:09:11,Mobile
609,609,Happy,9,Electronics,Pizza,BrandB,3783,0,Cash,2026-09-01,0 days 22:03:43,Tablet
610,610,Sad,1,Books,Novel,BrandD,1777,24,Debit Card,2026-09-02,0 days 03:25:24,Laptop
611,611,Angry,4,Clothing,T-shirt,BrandA,4576,19,Cash,2026-09-03,0 days 00:12:03,Laptop
612,612,Calm,4,Books,Novel,BrandA,3627,34,Cash,2026-09-04,0 days 16:12:03,Tablet
613,613,Happy,3,Electronics,Pizza,BrandC,836,44,Credit Card,2026-09-05,0 days 20:30:11,Mobile
614,614,Sad,7,Food,Novel,BrandD,1007,5,Debit Card,2026-09-06,0 days 03:43:25,Mobile
615,615,Angry,1,Electronics,Laptop,BrandA,2595,5,Cash,2026-09-07,0 days 00:22:45,Mobile
616,616,Angry,9,Food,Novel,BrandC,4724,49,Credit Card,2026-09-08,0 days 16:04:53,Laptop
617,617,Angry,8,Beauty,Novel,BrandC,1615,36,Credit Card,2026-09-09,0 days 12:53:47,Mobile
618,618,Happy,2,Food,Laptop,BrandB,2649,48,UPI,2026-09-10,0 days 07:35:38,Tablet
619,619,Sad,2,Electronics,Laptop,BrandA,4960,2,Debit Card,2026-09-11,0 days 19:16:29,Mobile
620,620,Excited,8,Books,Laptop,BrandD,3696,36,Debit Card,2026-09-12,0 days 01:18:02,Laptop
621,621,Sad,1,Electronics,Lipstick,BrandA,3788,30,UPI,2026-09-13,0 days 19:51:36,Laptop
622,622,Sad,7,Electronics,Novel,BrandA,,34,Cash,2026-09-14,0 days 06:52:07,Mobile
623,623,Sad,9,Beauty,Laptop,BrandD,4932,44,Credit Card,2026-09-15,0 days 06:41:13,Mobile
624,624,Happy,3,Clothing,Laptop,BrandD,714,14,Credit Card,2026-09-16,0 days 05:31:22,Laptop
625,625,Happy,7,Electronics,T-shirt,BrandB,3494,16,Credit Card,2026-09-17,0 days 13:23:52,Mobile
626,626,Happy,6,Beauty,Lipstick,BrandC,3108,,UPI,2026-09-18,0 days 16:32:36,Tablet
627,627,Sad,7,Books,Novel,BrandD,2698,4,Credit Card,2026-09-19,0 days 14:28:57,Laptop
628,628,,7,Beauty,Pizza,BrandD,1566,21,Cash,2026-09-20,0 days 12:30:54,Mobile
629,629,Angry,1,Beauty,Lipstick,BrandA,540,45,Cash,2026-09-21,0 days 18:38:23,Mobile
630,630,Happy,3,Food,Lipstick,BrandD,4172,10,UPI,2026-09-22,0 days 06:53:07,Mobile
631,631,Calm,1,Clothing,T-shirt,BrandD,1760,27,Cash,2026-09-23,0 days 17:16:21,Tablet
632,632,Happy,5,Clothing,Novel,BrandA,2668,13,Debit Card,2026-09-24,0 days 07:25:55,Laptop
633,633,Happy,3,Books,Novel,BrandA,2628,38,Debit Card,2026-09-25,0 days 10:15:59,Tablet
634,634,Happy,1,Beauty,Laptop,BrandA,3888,2,Credit Card,2026-09-26,0 days 20:54:14,Mobile
635,635,Happy,2,Books,Laptop,BrandB,2895,41,Credit Card,2026-09-27,0 days 10:31:43,Tablet
636,636,Calm,5,Books,Lipstick,BrandC,2227,10,Debit Card,2026-09-28,0 days 16:24:06,Mobile
637,637,Excited,3,Clothing,T-shirt,BrandD,3952,29,Cash,2026-09-29,0 days 10:58:39,Mobile
638,638,Happy,6,Clothing,Novel,BrandA,515,37,UPI,2026-09-30,0 days 03:14:32,Laptop
639,639,Angry,9,Clothing,T-shirt,BrandA,4189,4,Credit Card,2026-10-01,0 days 01:59:34,Laptop
640,640,Calm,6,Electronics,Pizza,BrandC,1301,21,Credit Card,2026-10-02,0 days 05:01:43,Mobile
641,641,Excited,2,Beauty,Novel,BrandB,730,12,Debit Card,2026-10-03,0 days 02:14:21,Mobile
642,642,Happy,2,Books,Laptop,BrandD,2602,43,Debit Card,2026-10-04,0 days 23:52:14,Mobile
643,643,,8,Beauty,Lipstick,BrandB,2059,20,UPI,2026-10-05,0 days 03:41:05,Laptop
644,644,Angry,8,Books,T-shirt,BrandB,4957,36,Credit Card,2026-10-06,0 days 10:50:40,Laptop
645,645,Calm,6,Books,Laptop,BrandB,1419,24,Cash,2026-10-07,0 days 04:59:53,Mobile
646,646,Calm,7,Books,Lipstick,BrandA,4422,20,Cash,2026-10-08,0 days 16:10:19,Laptop
647,647,Excited,1,Books,Laptop,BrandC,4644,27,Debit Card,2026-10-09,0 days 20:04:10,Mobile
648,648,Happy,9,Food,Novel,BrandC,1966,40,UPI,2026-10-10,0 days 10:31:17,Tablet
649,649,Sad,5,Food,T-shirt,BrandC,1267,3,Debit Card,2026-10-11,0 days 23:26:08,Laptop
650,650,Calm,9,Electronics,Pizza,BrandB,927,28,UPI,2026-10-12,0 days 21:44:45,Mobile
651,651,Sad,2,Clothing,Laptop,BrandD,443,46,Cash,2026-10-13,0 days 22:37:04,Tablet
652,652,Calm,8,Books,T-shirt,BrandB,,34,UPI,2026-10-14,0 days 04:27:00,Mobile
653,653,Happy,7,Beauty,Novel,BrandC,911,22,Cash,2026-10-15,0 days 09:40:21,Tablet
654,654,Happy,4,Food,Laptop,BrandA,3093,,UPI,2026-10-16,0 days 20:21:39,Laptop
655,655,Calm,3,Clothing,Novel,BrandB,3350,45,Debit Card,2026-10-17,0 days 12:46:40,Laptop
656,656,Excited,4,Electronics,Pizza,BrandA,4381,45,Cash,2026-10-18,0 days 09:07:31,Mobile
657,657,Happy,4,Clothing,Pizza,BrandC,1708,8,Credit Card,2026-10-19,0 days 04:27:05,Laptop
658,658,,8,Books,Lipstick,BrandB,470,22,Credit Card,2026-10-20,0 days 04:17:11,Laptop
659,659,Angry,4,Clothing,Lipstick,BrandA,1997,,Cash,2026-10-21,0 days 23:29:48,Tablet
660,660,Happy,5,Books,Lipstick,BrandB,2760,8,Credit Card,2026-10-22,0 days 11:59:39,Laptop
661,661,Angry,2,Food,Novel,BrandC,3760,3,Cash,2026-10-23,0 days 11:34:18,Tablet
662,662,,4,Food,Lipstick,BrandD,4203,48,Debit Card,2026-10-24,0 days 08:36:32,Tablet
663,663,Happy,7,Books,T-shirt,BrandC,2377,24,Debit Card,2026-10-25,0 days 12:39:45,Tablet
664,664,Excited,3,Beauty,Novel,BrandD,1037,5,UPI,2026-10-26,0 days 18:06:31,Laptop
665,665,,1,Food,Novel,BrandD,3017,47,Credit Card,2026-10-27,0 days 15:40:01,Mobile
666,666,Happy,8,Beauty,Lipstick,BrandC,3914,17,Credit Card,2026-10-28,0 days 11:40:58,Mobile
667,667,Calm,8,Books,Lipstick,BrandA,3278,44,Credit Card,2026-10-29,0 days 20:01:48,Laptop
668,668,Calm,6,Books,Novel,BrandB,,6,Cash,2026-10-30,0 days 15:46:19,Tablet
669,669,Happy,7,Food,Pizza,BrandB,1976,34,Debit Card,2026-10-31,0 days 09:54:22,Laptop
670,670,Calm,2,Beauty,Pizza,BrandB,1850,30,Credit Card,2026-11-01,0 days 10:03:05,Mobile
671,671,Happy,5,Books,Lipstick,BrandD,3148,37,UPI,2026-11-02,0 days 22:49:28,Tablet
672,672,Excited,7,Food,Pizza,BrandD,2720,31,Credit Card,2026-11-03,0 days 02:10:10,Laptop
673,673,Sad,9,Books,T-shirt,BrandC,2585,34,UPI,2026-11-04,0 days 21:43:30,Tablet
674,674,Angry,1,Clothing,T-shirt,BrandA,4614,,Credit Card,2026-11-05,0 days 14:10:42,Tablet
675,675,Calm,3,Clothing,T-shirt,BrandC,2968,43,Credit Card,2026-11-06,0 days 20:23:36,Mobile
676,676,Calm,6,Food,Novel,BrandC,4438,4,Debit Card,2026-11-07,0 days 21:43:06,Tablet
677,677,Excited,7,Books,Novel,BrandA,2904,29,UPI,2026-11-08,0 days 09:41:23,Laptop
678,678,Calm,6,Food,Novel,BrandD,1372,21,Credit Card,2026-11-09,0 days 10:55:49,Tablet
679,679,,1,Electronics,Novel,BrandC,2718,16,UPI,2026-11-10,0 days 14:30:15,Tablet
680,680,Happy,4,Food,Novel,BrandC,562,9,UPI,2026-11-11,0 days 10:40:19,Laptop
681,681,Sad,6,Food,Lipstick,BrandD,849,6,Debit Card,2026-11-12,0 days 18:42:22,Mobile
682,682,,8,Clothing,Pizza,BrandB,2456,3,Debit Card,2026-11-13,0 days 18:00:06,Mobile
683,683,Sad,4,Clothing,Lipstick,BrandA,3336,41,UPI,2026-11-14,0 days 06:54:31,Laptop
684,684,Happy,7,Books,Pizza,BrandA,4844,26,Debit Card,2026-11-15,0 days 14:24:06,Tablet
685,685,Sad,3,Food,Lipstick,BrandB,1335,6,Credit Card,2026-11-16,0 days 13:36:31,Laptop
686,686,Sad,8,Food,T-shirt,BrandA,4558,22,Credit Card,2026-11-17,0 days 13:05:36,Laptop
687,687,Happy,1,Books,Laptop,BrandB,3347,,Debit Card,2026-11-18,0 days 19:43:49,Laptop
688,688,Excited,4,Beauty,Novel,BrandC,1075,7,UPI,2026-11-19,0 days 09:02:28,Mobile
689,689,Calm,8,Books,Laptop,BrandA,3942,7,Credit Card,2026-11-20,0 days 01:17:30,Tablet
690,690,Angry,4,Clothing,Laptop,BrandA,4051,36,Cash,2026-11-21,0 days 15:54:38,Laptop
691,691,Happy,2,Clothing,T-shirt,BrandC,1352,4,UPI,2026-11-22,0 days 12:27:15,Mobile
692,692,Happy,2,Food,Laptop,BrandD,2122,6,UPI,2026-11-23,0 days 04:30:25,Mobile
693,693,Angry,4,Clothing,Laptop,BrandD,828,21,Cash,2026-11-24,0 days 12:36:00,Tablet
694,694,Angry,4,Books,T-shirt,BrandC,3219,35,Cash,2026-11-25,0 days 18:25:28,Laptop
695,695,Sad,2,Food,Pizza,BrandA,1924,1,UPI,2026-11-26,0 days 14:49:03,Tablet
696,696,Angry,7,Books,Lipstick,BrandA,4948,23,Cash,2026-11-27,0 days 17:46:48,Laptop
697,697,Calm,6,Books,Laptop,BrandA,1328,1,Debit Card,2026-11-28,0 days 15:59:33,Mobile
698,698,Calm,3,Food,Novel,BrandB,4761,47,Debit Card,2026-11-29,0 days 14:25:32,Mobile
699,699,Calm,8,Beauty,T-shirt,BrandD,963,11,UPI,2026-11-30,0 days 05:48:01,Tablet
700,700,Calm,8,Clothing,Laptop,BrandA,1219,46,Debit Card,2026-12-01,0 days 09:19:17,Laptop
701,701,Calm,1,Electronics,Pizza,BrandD,4173,41,Credit Card,2026-12-02,0 days 19:22:10,Tablet
702,702,Sad,3,Electronics,Pizza,BrandD,4127,25,Debit Card,2026-12-03,0 days 21:41:34,Laptop
703,703,Happy,5,Electronics,Novel,BrandA,3041,37,Debit Card,2026-12-04,0 days 17:02:04,Tablet
704,704,Angry,2,Clothing,Laptop,BrandC,3147,,Cash,2026-12-05,0 days 05:47:21,Mobile
705,705,Happy,5,Beauty,Novel,BrandC,874,5,Debit Card,2026-12-06,0 days 03:44:35,Tablet
706,706,,3,Books,Pizza,BrandD,1208,22,UPI,2026-12-07,0 days 01:51:11,Laptop
707,707,Sad,9,Food,Pizza,BrandB,1426,1,Debit Card,2026-12-08,0 days 16:49:44,Tablet
708,708,Sad,1,Beauty,Lipstick,BrandD,1835,25,Debit Card,2026-12-09,0 days 08:49:24,Laptop
709,709,Excited,4,Electronics,Pizza,BrandD,4576,13,UPI,2026-12-10,0 days 14:56:27,Tablet
710,710,,6,Clothing,T-shirt,BrandC,523,17,UPI,2026-12-11,0 days 01:39:21,Laptop
711,711,Sad,9,Clothing,Lipstick,BrandA,3038,37,Cash,2026-12-12,0 days 15:31:30,Laptop
712,712,Sad,3,Food,Novel,BrandA,4010,31,Credit Card,2026-12-13,0 days 17:44:44,Laptop
713,713,Angry,3,Books,Pizza,BrandB,,13,Debit Card,2026-12-14,0 days 01:25:55,Tablet
714,714,Sad,5,Beauty,T-shirt,BrandC,3912,29,Credit Card,2026-12-15,0 days 18:16:08,Tablet
715,715,Happy,7,Beauty,Lipstick,BrandC,741,12,Cash,2026-12-16,0 days 16:54:11,Mobile
716,716,Angry,5,Beauty,T-shirt,BrandD,3144,39,UPI,2026-12-17,0 days 02:33:41,Laptop
717,717,Sad,8,Books,Lipstick,BrandC,1527,30,UPI,2026-12-18,0 days 12:22:46,Mobile
718,718,Angry,5,Books,Lipstick,BrandD,838,36,UPI,2026-12-19,0 days 00:45:11,Mobile
719,719,Angry,7,Books,Lipstick,BrandB,4731,44,Cash,2026-12-20,0 days 03:28:51,Laptop
720,720,Calm,6,Food,Novel,BrandC,2460,,Debit Card,2026-12-21,0 days 02:54:40,Mobile
721,721,,2,Clothing,Lipstick,BrandC,1629,21,Cash,2026-12-22,0 days 11:18:28,Tablet
722,722,Angry,3,Electronics,Lipstick,BrandD,3065,27,UPI,2026-12-23,0 days 03:23:11,Mobile
723,723,Angry,4,Books,T-shirt,BrandC,1161,18,Debit Card,2026-12-24,0 days 16:39:09,Tablet
724,724,Calm,5,Clothing,Lipstick,BrandA,3162,42,UPI,2026-12-25,0 days 18:47:38,Laptop
725,725,Sad,9,Books,Novel,BrandB,2668,15,UPI,2026-12-26,0 days 01:02:59,Laptop
726,726,Angry,6,Electronics,T-shirt,BrandA,3428,4,Cash,2026-12-27,0 days 19:46:30,Laptop
727,727,Calm,1,Books,Lipstick,BrandD,328,43,Cash,2026-12-28,0 days 21:18:25,Mobile
728,728,Happy,3,Clothing,T-shirt,BrandD,4599,48,Credit Card,2026-12-29,0 days 18:31:48,Laptop
729,729,,7,Food,Novel,BrandD,4166,1,UPI,2026-12-30,0 days 02:01:57,Laptop
730,730,,8,Electronics,T-shirt,BrandB,1116,9,Debit Card,2026-12-31,0 days 15:48:16,Tablet
731,731,Excited,7,Clothing,Novel,BrandC,1450,46,UPI,2027-01-01,0 days 00:02:39,Mobile
732,732,Sad,5,Beauty,Pizza,BrandA,2398,18,Debit Card,2027-01-02,0 days 15:51:55,Mobile
733,733,Sad,8,Beauty,Lipstick,BrandC,4888,19,Credit Card,2027-01-03,0 days 18:47:45,Laptop
734,734,Excited,9,Beauty,Novel,BrandD,4273,,UPI,2027-01-04,0 days 05:24:22,Mobile
735,735,Excited,7,Food,Lipstick,BrandC,3987,24,Debit Card,2027-01-05,0 days 23:22:29,Laptop
736,736,Angry,9,Books,Novel,BrandB,1139,16,Debit Card,2027-01-06,0 days 00:48:37,Tablet
737,737,Excited,1,Books,Laptop,BrandD,2478,12,Credit Card,2027-01-07,0 days 05:23:17,Mobile
738,738,Sad,9,Books,Laptop,BrandC,1201,44,Cash,2027-01-08,0 days 07:15:25,Mobile
739,739,Excited,3,Food,Laptop,BrandA,3972,,Credit Card,2027-01-09,0 days 19:57:42,Tablet
740,740,,6,Beauty,Novel,BrandD,2412,34,Debit Card,2027-01-10,0 days 16:52:09,Mobile
741,741,Happy,8,Books,Lipstick,BrandD,1810,35,Credit Card,2027-01-11,0 days 13:07:57,Laptop
742,742,Excited,3,Food,Laptop,BrandB,1827,38,Cash,2027-01-12,0 days 03:59:09,Mobile
743,743,Sad,4,Food,Lipstick,BrandB,3337,,UPI,2027-01-13,0 days 16:51:55,Mobile
744,744,Calm,7,Clothing,Novel,BrandA,4191,8,Credit Card,2027-01-14,0 days 09:38:48,Tablet
745,745,Angry,7,Books,Lipstick,BrandC,1303,39,Credit Card,2027-01-15,0 days 08:33:12,Tablet
746,746,Sad,4,Beauty,Lipstick,BrandC,2387,49,UPI,2027-01-16,0 days 02:11:42,Laptop
747,747,Excited,9,Electronics,Laptop,BrandD,4425,45,Credit Card,2027-01-17,0 days 22:06:09,Mobile
748,748,Excited,3,Food,T-shirt,BrandD,3232,28,Cash,2027-01-18,0 days 09:45:58,Mobile
749,749,Happy,8,Clothing,Pizza,BrandC,3013,4,Debit Card,2027-01-19,0 days 01:05:17,Tablet
750,750,Calm,8,Electronics,Novel,BrandC,2693,,Credit Card,2027-01-20,0 days 22:09:02,Laptop
751,751,Sad,4,Food,Novel,BrandC,4103,,UPI,2027-01-21,0 days 03:30:20,Mobile
752,752,Calm,7,Clothing,Novel,BrandD,228,30,UPI,2027-01-22,0 days 21:29:18,Laptop
753,753,Happy,4,Books,Pizza,BrandB,4259,10,Credit Card,2027-01-23,0 days 20:31:30,Mobile
754,754,Angry,1,Clothing,T-shirt,BrandB,1460,16,UPI,2027-01-24,0 days 06:51:31,Tablet
755,755,Calm,1,Food,Lipstick,BrandA,3870,39,Debit Card,2027-01-25,0 days 19:38:54,Tablet
756,756,Happy,1,Books,Novel,BrandC,3710,,Debit Card,2027-01-26,0 days 07:14:06,Tablet
757,757,Sad,2,Beauty,Lipstick,BrandC,2536,7,UPI,2027-01-27,0 days 06:13:06,Tablet
758,758,Angry,6,Clothing,Laptop,BrandC,3523,1,Credit Card,2027-01-28,0 days 03:07:51,Tablet
759,759,Excited,5,Electronics,Laptop,BrandA,299,3,Credit Card,2027-01-29,0 days 05:58:46,Tablet
760,760,Happy,2,Books,Laptop,BrandC,3856,15,UPI,2027-01-30,0 days 12:09:58,Laptop
761,761,Excited,8,Books,Novel,BrandB,4717,40,Debit Card,2027-01-31,0 days 07:00:57,Tablet
762,762,Angry,9,Beauty,Pizza,BrandC,893,40,Debit Card,2027-02-01,0 days 16:06:25,Laptop
763,763,Happy,7,Clothing,Novel,BrandA,217,20,Credit Card,2027-02-02,0 days 14:45:30,Tablet
764,764,Happy,9,Electronics,Laptop,BrandD,3909,4,Debit Card,2027-02-03,0 days 20:39:56,Mobile
765,765,Angry,4,Beauty,Laptop,BrandD,2970,34,Cash,2027-02-04,0 days 07:24:05,Mobile
766,766,Sad,7,Clothing,Novel,BrandB,1230,13,Debit Card,2027-02-05,0 days 06:43:09,Mobile
767,767,Happy,5,Electronics,Pizza,BrandB,4675,14,Credit Card,2027-02-06,0 days 22:34:58,Laptop
768,768,Angry,5,Electronics,Pizza,BrandB,4409,5,Debit Card,2027-02-07,0 days 00:16:08,Tablet
769,769,Calm,3,Food,Lipstick,BrandD,1819,15,Debit Card,2027-02-08,0 days 01:36:40,Laptop
770,770,Excited,9,Electronics,T-shirt,BrandC,1050,22,UPI,2027-02-09,0 days 06:43:49,Tablet
771,771,Happy,5,Clothing,Laptop,BrandA,2096,30,Cash,2027-02-10,0 days 16:15:24,Mobile
772,772,Calm,6,Beauty,Pizza,BrandA,1175,41,UPI,2027-02-11,0 days 08:15:17,Laptop
773,773,Happy,3,Beauty,Laptop,BrandC,2716,45,Debit Card,2027-02-12,0 days 20:16:46,Tablet
774,774,Sad,7,Food,T-shirt,BrandD,4388,11,Debit Card,2027-02-13,0 days 17:33:58,Laptop
775,775,Angry,9,Clothing,Laptop,BrandD,1715,40,UPI,2027-02-14,0 days 01:20:19,Laptop
776,776,Happy,9,Electronics,Pizza,BrandA,1325,18,Cash,2027-02-15,0 days 15:46:24,Mobile
777,777,Angry,5,Food,Lipstick,BrandB,692,11,Credit Card,2027-02-16,0 days 19:23:56,Mobile
778,778,Happy,7,Books,Novel,BrandB,3236,,UPI,2027-02-17,0 days 13:02:15,Mobile
779,779,Sad,3,Clothing,Novel,BrandA,2726,12,Debit Card,2027-02-18,0 days 13:27:09,Mobile
780,780,,6,Food,Pizza,BrandA,366,48,Debit Card,2027-02-19,0 days 21:16:47,Mobile
781,781,Calm,8,Beauty,Pizza,BrandC,4435,,Credit Card,2027-02-20,0 days 01:06:38,Tablet
782,782,Sad,8,Food,T-shirt,BrandC,4389,19,Debit Card,2027-02-21,0 days 11:35:50,Tablet
783,783,Angry,2,Books,Laptop,BrandC,775,30,Debit Card,2027-02-22,0 days 01:26:20,Mobile
784,784,Sad,6,Clothing,T-shirt,BrandC,805,8,Credit Card,2027-02-23,0 days 21:44:48,Mobile
785,785,Happy,7,Food,Novel,BrandC,3543,,Debit Card,2027-02-24,0 days 08:28:33,Mobile
